Sample,Class,Li,Be,B,Na,Mg,Al,Si,P,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Nb,Mo,Ag,Cd,Cs,Ba,Ta,W,Tl,Pb
S_69,Class_1,33.90 ,0.60 ,611.70 ,2941050.60 ,1523030.10 ,1073.70 ,353633.70 ,14087566.20 ,16446989.70 ,91308.30 ,960.60 ,5.10 ,53.70 ,298.50 ,13872.90 ,5.70 ,300.90 ,2593.20 ,16889.10 ,0.00 ,0.30 ,1976.40 ,2666.10 ,4036.80 ,1027.20 ,0.90 ,3.90 ,1.80 ,6.60 ,98.10 ,33.00 ,8.10 ,0.90 ,2.40 ,7.50 
S_70,Class_1,21.30 ,0.00 ,124.50 ,1881396.90 ,1377276.60 ,943.50 ,86460.90 ,11184697.80 ,14312592.60 ,58378.80 ,778.50 ,10.20 ,46.20 ,251.40 ,12366.90 ,8.70 ,138.30 ,1837.50 ,15078.00 ,0.30 ,0.60 ,2152.50 ,2217.30 ,4047.00 ,742.20 ,16.50 ,12.60 ,0.60 ,9.30 ,87.30 ,26.40 ,21.30 ,4.20 ,2.70 ,0.00 
S_71,Class_1,18.90 ,0.30 ,105.90 ,1970179.20 ,1278434.70 ,653.70 ,117128.70 ,10408394.70 ,12993494.70 ,70953.00 ,558.00 ,10.50 ,22.20 ,230.10 ,8529.00 ,5.10 ,294.30 ,2616.30 ,14273.40 ,0.00 ,0.30 ,2123.40 ,1821.60 ,3400.80 ,1116.00 ,0.90 ,6.60 ,0.00 ,3.00 ,79.20 ,9.30 ,4.80 ,0.60 ,1.80 ,1.20 
S_72,Class_1,27.30 ,0.00 ,391.80 ,2022248.70 ,1039645.50 ,177.90 ,95289.00 ,8177515.50 ,10384399.20 ,71769.90 ,454.80 ,8.70 ,120.90 ,186.90 ,12069.00 ,5.70 ,67.20 ,1398.30 ,14251.50 ,0.30 ,0.30 ,1413.90 ,1805.70 ,2961.00 ,1184.40 ,11.70 ,14.40 ,0.30 ,10.20 ,57.00 ,21.00 ,15.60 ,1.80 ,1.50 ,0.60 
S_73,Class_1,25.20 ,0.00 ,435.30 ,2091885.30 ,1156107.00 ,4072.80 ,123546.00 ,8880554.70 ,11416789.50 ,56759.40 ,2072.70 ,5.10 ,36.60 ,195.30 ,9969.90 ,6.30 ,197.40 ,2256.90 ,14532.30 ,0.00 ,0.30 ,1432.80 ,1891.80 ,3092.70 ,1083.60 ,1.50 ,9.90 ,0.00 ,9.00 ,67.50 ,10.50 ,0.90 ,0.90 ,1.50 ,2.10 
S_74,Class_1,32.40 ,0.00 ,559.50 ,2680962.90 ,1263238.50 ,760.80 ,89607.30 ,9740859.00 ,12085006.20 ,105901.50 ,705.60 ,19.50 ,154.50 ,165.90 ,12570.90 ,5.10 ,46.80 ,1358.10 ,14570.10 ,0.30 ,0.30 ,1668.90 ,1969.50 ,3203.10 ,1764.00 ,15.60 ,17.10 ,0.30 ,9.90 ,75.30 ,29.70 ,19.20 ,3.00 ,1.50 ,0.30 
S_75,Class_1,26.10 ,0.60 ,371.70 ,3079059.90 ,1646625.00 ,1097.40 ,209923.20 ,16576684.80 ,19364713.20 ,114949.80 ,1125.30 ,16.20 ,19.20 ,280.80 ,12838.50 ,7.20 ,321.90 ,2702.70 ,16214.40 ,0.30 ,0.30 ,2909.70 ,2604.60 ,4507.50 ,1559.40 ,2.40 ,3.00 ,1.50 ,10.80 ,98.70 ,23.10 ,12.60 ,0.00 ,2.40 ,4.50 
S_76,Class_1,38.70 ,0.60 ,479.70 ,2854075.80 ,1435633.20 ,1387.50 ,327434.70 ,13533849.90 ,16001285.40 ,109312.20 ,933.90 ,21.00 ,28.50 ,207.00 ,10898.70 ,6.00 ,243.90 ,2479.20 ,15528.90 ,0.30 ,0.00 ,1632.00 ,2133.60 ,3659.70 ,1845.60 ,1.20 ,4.50 ,5.40 ,6.30 ,84.00 ,24.30 ,7.80 ,0.60 ,2.10 ,3.30 
S_77,Class_1,35.70 ,0.00 ,603.30 ,3005550.60 ,1430965.50 ,908.40 ,92016.60 ,10334782.80 ,12960045.60 ,95343.00 ,620.70 ,9.00 ,148.80 ,262.50 ,16053.60 ,6.00 ,248.10 ,2225.70 ,17390.40 ,0.30 ,0.30 ,1809.30 ,2276.10 ,3535.20 ,1892.10 ,7.20 ,14.10 ,0.30 ,6.60 ,79.20 ,20.10 ,13.20 ,1.20 ,2.10 ,14.10 
S_78,Class_1,48.00 ,0.30 ,1122.60 ,3008766.00 ,1456648.50 ,1750.50 ,175386.60 ,13081086.90 ,14811783.30 ,130134.90 ,798.60 ,11.40 ,56.10 ,362.10 ,18310.20 ,11.40 ,425.10 ,2922.90 ,21304.50 ,0.30 ,0.60 ,1663.20 ,2202.00 ,3461.70 ,2280.00 ,10.80 ,18.00 ,15.00 ,7.20 ,78.60 ,42.60 ,30.00 ,12.60 ,1.80 ,9.90 
S_79,Class_1,37.20 ,0.00 ,589.50 ,3022161.30 ,1463046.90 ,283.20 ,65293.50 ,12193750.20 ,14805818.40 ,61027.20 ,632.70 ,4.80 ,22.80 ,236.40 ,9997.50 ,3.90 ,116.70 ,1555.20 ,15053.40 ,0.30 ,0.30 ,1992.90 ,1849.80 ,4191.60 ,1114.20 ,27.30 ,11.40 ,0.90 ,5.70 ,94.50 ,14.10 ,31.20 ,4.80 ,2.70 ,1.20 
S_80,Class_1,29.40 ,0.00 ,436.50 ,2382103.80 ,1195048.80 ,3220.80 ,116274.00 ,9035228.40 ,10941619.50 ,69027.00 ,1760.40 ,19.80 ,13.80 ,199.20 ,10320.30 ,4.50 ,48.30 ,1479.30 ,16054.80 ,0.00 ,0.30 ,1298.40 ,1725.90 ,3057.30 ,1432.50 ,0.30 ,8.10 ,0.90 ,16.20 ,72.00 ,12.90 ,2.10 ,1.20 ,1.80 ,0.60 
S_81,Class_1,33.90 ,0.00 ,509.10 ,2765961.90 ,1376066.10 ,440.70 ,108281.70 ,11188129.50 ,14499723.00 ,61213.80 ,574.80 ,18.30 ,103.20 ,264.60 ,12803.70 ,5.70 ,373.20 ,3030.90 ,15409.20 ,0.30 ,0.00 ,1185.60 ,1720.80 ,3867.60 ,989.70 ,2.40 ,13.80 ,0.30 ,6.90 ,92.10 ,11.70 ,5.70 ,0.00 ,3.60 ,1.80 
S_82,Class_1,30.90 ,0.00 ,509.10 ,2621172.00 ,1283962.50 ,379.80 ,118113.90 ,9525976.80 ,11823850.50 ,58738.20 ,552.60 ,9.00 ,41.70 ,271.50 ,10750.50 ,5.70 ,64.20 ,1617.90 ,14283.60 ,0.00 ,0.00 ,1629.00 ,1833.30 ,3248.70 ,1312.50 ,0.60 ,7.80 ,0.60 ,8.40 ,73.20 ,17.10 ,4.20 ,0.90 ,2.70 ,1.20 
S_83,Class_1,26.40 ,0.90 ,174.00 ,2532732.90 ,1574529.30 ,1074.30 ,273680.10 ,15474745.80 ,18336705.30 ,79394.70 ,1041.90 ,16.50 ,65.10 ,282.90 ,14524.50 ,6.90 ,234.00 ,2401.50 ,18405.90 ,0.30 ,0.30 ,1300.50 ,2314.50 ,4185.90 ,1168.80 ,1.80 ,9.60 ,1.20 ,9.60 ,94.80 ,24.90 ,10.50 ,0.30 ,2.70 ,2.10 
S_84,Class_1,47.40 ,0.30 ,771.30 ,3092250.90 ,1450587.60 ,1293.30 ,186392.40 ,12759306.90 ,14743039.80 ,106712.40 ,939.00 ,38.10 ,60.30 ,265.20 ,14274.00 ,5.10 ,735.90 ,3522.30 ,16632.60 ,0.30 ,0.60 ,1493.70 ,2190.00 ,3501.00 ,1930.50 ,14.10 ,21.30 ,3.60 ,11.70 ,85.20 ,26.40 ,37.50 ,6.00 ,2.40 ,4.80 
S_85,Class_1,34.20 ,0.60 ,609.30 ,2756540.70 ,1628163.00 ,778.20 ,517598.70 ,16133092.50 ,19781083.50 ,83943.90 ,1009.80 ,4.80 ,16.50 ,293.40 ,12460.80 ,8.70 ,234.00 ,2625.30 ,18619.50 ,0.30 ,0.30 ,4710.30 ,2178.30 ,4483.20 ,1263.00 ,0.30 ,5.10 ,2.40 ,4.20 ,104.70 ,19.50 ,5.10 ,1.50 ,2.40 ,10.20 
S_86,Class_1,55.20 ,0.30 ,1095.60 ,3529968.00 ,1377030.90 ,4223.40 ,176403.60 ,12298803.60 ,14912954.70 ,84280.20 ,1782.00 ,9.90 ,104.10 ,219.30 ,12966.90 ,5.40 ,231.60 ,2106.30 ,15414.90 ,0.30 ,0.30 ,1658.10 ,1998.60 ,3566.70 ,1769.70 ,5.40 ,15.00 ,2.40 ,11.40 ,90.00 ,45.60 ,17.40 ,3.00 ,2.10 ,3.90 
S_87,Class_1,38.10 ,0.30 ,418.50 ,2524800.90 ,1400119.80 ,1073.10 ,224498.70 ,13044631.20 ,15731032.80 ,114111.90 ,851.40 ,10.80 ,50.70 ,254.40 ,11343.00 ,6.30 ,32.10 ,1519.50 ,16691.70 ,0.30 ,0.60 ,2427.00 ,1927.50 ,3792.00 ,1530.60 ,9.90 ,13.20 ,3.90 ,14.10 ,85.80 ,42.30 ,30.00 ,2.40 ,1.80 ,4.50 
S_88,Class_1,48.60 ,0.60 ,794.70 ,3509400.60 ,1406698.80 ,703.80 ,487245.30 ,13458549.30 ,15965870.10 ,124455.60 ,861.60 ,30.00 ,22.50 ,209.10 ,10162.20 ,4.80 ,33.60 ,3649.20 ,15593.70 ,0.00 ,0.30 ,1334.10 ,1984.20 ,3626.40 ,2334.00 ,0.30 ,5.70 ,2.40 ,8.40 ,84.00 ,21.90 ,5.40 ,1.50 ,3.00 ,38.40 
S_89,Class_1,40.80 ,0.60 ,48.90 ,2300807.70 ,1539588.00 ,1457.10 ,388576.50 ,15921938.40 ,18783700.20 ,91629.60 ,1174.20 ,20.70 ,52.80 ,292.20 ,14675.70 ,9.30 ,54.00 ,2097.00 ,22246.80 ,0.00 ,0.30 ,2169.00 ,2240.70 ,4216.50 ,1284.60 ,0.90 ,9.00 ,7.80 ,5.40 ,100.20 ,30.30 ,6.90 ,0.90 ,3.00 ,8.40 
S_90,Class_1,27.60 ,0.00 ,213.00 ,2079084.90 ,1329603.60 ,202.80 ,102196.80 ,11084519.70 ,13936025.10 ,59675.40 ,548.70 ,6.30 ,34.80 ,257.70 ,14805.90 ,7.20 ,50.70 ,1859.70 ,15499.50 ,0.00 ,0.30 ,3444.00 ,1937.70 ,3612.30 ,943.50 ,9.60 ,8.70 ,0.00 ,5.70 ,86.40 ,24.60 ,14.10 ,3.30 ,2.10 ,1.20 
S_101,Class_2,3.00 ,0.00 ,30.30 ,2921768.10 ,907652.40 ,807.00 ,59929.80 ,8308912.20 ,11373426.90 ,54907.20 ,510.60 ,14.40 ,36.30 ,209.40 ,4098.90 ,9.90 ,34.50 ,697.80 ,13758.60 ,0.60 ,0.30 ,1799.10 ,807.00 ,2780.10 ,942.90 ,3.90 ,8.10 ,1.20 ,0.30 ,74.40 ,84.60 ,6.00 ,0.00 ,0.30 ,7.80 
S_102,Class_2,5.40 ,0.00 ,83.40 ,1464510.90 ,635711.10 ,2268.90 ,166923.90 ,6390368.10 ,8381327.40 ,60109.80 ,683.70 ,11.40 ,14.10 ,125.70 ,3141.90 ,6.60 ,14.40 ,458.40 ,6883.80 ,0.60 ,0.60 ,1393.50 ,485.10 ,2100.90 ,784.50 ,3.00 ,6.00 ,0.00 ,0.30 ,53.70 ,30.90 ,3.30 ,0.30 ,0.00 ,0.30 
S_103,Class_2,1.20 ,0.00 ,144.00 ,3000794.10 ,841028.40 ,369.90 ,68509.20 ,7897456.80 ,10695459.60 ,40491.30 ,478.80 ,7.80 ,32.40 ,188.10 ,10997.10 ,11.10 ,24.60 ,799.20 ,9732.00 ,0.30 ,0.30 ,1448.70 ,744.00 ,2711.10 ,825.00 ,0.30 ,6.60 ,0.00 ,0.30 ,75.60 ,49.50 ,1.80 ,1.50 ,0.30 ,4.20 
S_104,Class_2,5.40 ,0.00 ,50.40 ,4790370.90 ,876912.00 ,66.30 ,66527.70 ,8558371.50 ,10667078.40 ,50701.80 ,449.10 ,13.50 ,11.40 ,173.10 ,3894.60 ,10.50 ,16.50 ,1119.60 ,10864.50 ,0.30 ,0.30 ,1810.50 ,875.40 ,2752.20 ,948.00 ,0.30 ,7.50 ,0.00 ,1.20 ,73.50 ,45.00 ,2.10 ,1.20 ,0.30 ,4.20 
S_105,Class_2,4.20 ,0.00 ,38.10 ,4481738.10 ,963825.00 ,106.20 ,59082.00 ,10012744.80 ,12848125.20 ,51175.80 ,504.30 ,18.30 ,86.70 ,198.00 ,7752.00 ,15.90 ,5.70 ,1099.80 ,12979.20 ,0.30 ,0.30 ,1861.80 ,962.70 ,3390.00 ,1024.80 ,2.40 ,17.10 ,0.30 ,1.20 ,83.40 ,22.20 ,4.50 ,0.60 ,0.30 ,16.50 
S_106,Class_2,4.20 ,0.00 ,165.60 ,3537340.50 ,870272.40 ,1104.30 ,141386.70 ,8934774.00 ,11529444.60 ,97308.60 ,779.70 ,13.80 ,29.10 ,192.60 ,5454.30 ,15.00 ,16.50 ,708.00 ,10858.20 ,0.60 ,0.30 ,1406.40 ,744.90 ,3040.20 ,1266.00 ,3.90 ,13.80 ,0.30 ,1.20 ,72.00 ,65.10 ,4.80 ,0.30 ,0.30 ,1.50 
S_107,Class_2,54.60 ,0.00 ,6.00 ,3147955.20 ,929680.80 ,304.80 ,65377.20 ,9223981.20 ,12459066.60 ,54417.60 ,535.20 ,11.10 ,15.90 ,185.70 ,4032.30 ,13.20 ,12.00 ,787.80 ,11583.60 ,0.30 ,0.30 ,2082.90 ,889.80 ,3225.30 ,1042.50 ,0.90 ,7.50 ,0.00 ,0.30 ,78.30 ,112.80 ,3.00 ,0.90 ,0.30 ,13.50 
S_108,Class_2,1.80 ,0.00 ,58.20 ,3121883.40 ,702219.30 ,203.10 ,56714.70 ,7077692.70 ,9287674.20 ,37857.30 ,449.10 ,8.40 ,33.00 ,161.70 ,3985.80 ,10.20 ,15.00 ,695.40 ,8350.80 ,0.60 ,0.30 ,1728.90 ,639.90 ,2397.00 ,725.70 ,4.50 ,9.00 ,0.60 ,0.30 ,57.30 ,69.00 ,6.00 ,0.00 ,0.00 ,3.90 
S_109,Class_2,3.60 ,0.00 ,18.00 ,2098988.70 ,957354.60 ,168.90 ,55124.70 ,9268524.00 ,12578937.00 ,38211.30 ,492.90 ,15.00 ,11.10 ,153.90 ,3347.10 ,9.30 ,12.60 ,698.10 ,9661.20 ,0.30 ,0.00 ,1479.90 ,797.70 ,3032.70 ,739.20 ,9.60 ,7.50 ,0.00 ,0.00 ,81.60 ,62.10 ,11.40 ,0.90 ,0.30 ,3.30 
S_110,Class_2,4.80 ,0.00 ,3.90 ,4530918.30 ,1033324.20 ,258.90 ,57882.00 ,9375501.30 ,12270836.10 ,49532.10 ,531.90 ,9.30 ,49.80 ,203.40 ,6228.60 ,12.00 ,20.10 ,860.40 ,11629.80 ,0.60 ,0.30 ,1843.20 ,972.30 ,3180.00 ,1047.30 ,5.70 ,12.90 ,0.60 ,0.30 ,85.50 ,76.50 ,7.50 ,0.00 ,0.30 ,4.20 
S_111,Class_2,87.00 ,0.00 ,87.90 ,2195876.40 ,673157.40 ,115.80 ,47307.00 ,6563500.50 ,8744067.90 ,40656.60 ,399.00 ,12.60 ,44.40 ,122.40 ,3780.30 ,7.80 ,16.80 ,659.10 ,7575.00 ,0.30 ,0.30 ,1372.20 ,561.30 ,2113.20 ,858.60 ,20.10 ,9.90 ,0.30 ,0.30 ,57.30 ,61.50 ,19.80 ,2.40 ,0.30 ,11.40 
S_112,Class_2,4.80 ,0.00 ,130.20 ,2827810.50 ,765895.50 ,1806.00 ,67026.90 ,7370819.10 ,9722963.70 ,45156.60 ,667.80 ,13.20 ,87.60 ,195.60 ,3820.50 ,8.40 ,11.40 ,648.30 ,9253.80 ,0.30 ,0.30 ,2101.50 ,738.00 ,2550.60 ,783.60 ,0.60 ,13.20 ,0.30 ,0.30 ,63.60 ,41.70 ,3.00 ,1.20 ,0.30 ,3.30 
S_113,Class_2,4.20 ,0.00 ,92.10 ,2617595.40 ,774471.60 ,156.60 ,64126.20 ,7445734.50 ,9742576.20 ,47626.20 ,450.30 ,15.30 ,28.20 ,206.40 ,3951.00 ,8.40 ,17.10 ,863.10 ,9159.00 ,0.00 ,0.30 ,2188.20 ,649.80 ,2517.90 ,866.10 ,2.40 ,11.40 ,0.00 ,2.10 ,63.90 ,117.30 ,3.60 ,0.90 ,0.30 ,9.00 
S_114,Class_2,4.50 ,0.00 ,42.00 ,3789172.50 ,1093144.20 ,588.00 ,96060.90 ,9354832.80 ,12094352.70 ,42929.40 ,576.90 ,15.60 ,30.00 ,198.90 ,4384.50 ,10.80 ,6.60 ,799.50 ,11421.60 ,0.30 ,0.00 ,2260.50 ,929.10 ,3313.50 ,885.00 ,2.70 ,13.20 ,0.00 ,0.30 ,83.10 ,58.80 ,6.60 ,0.60 ,0.30 ,0.90 
S_115,Class_2,2.40 ,0.00 ,69.60 ,2919374.10 ,725649.90 ,3317.40 ,58793.70 ,7026139.50 ,9133738.80 ,49967.70 ,1105.50 ,12.30 ,35.10 ,177.60 ,4027.20 ,8.10 ,14.10 ,660.90 ,9071.40 ,0.30 ,0.30 ,2127.90 ,719.10 ,2395.50 ,884.40 ,0.30 ,11.10 ,0.00 ,0.60 ,59.10 ,206.70 ,1.80 ,0.90 ,0.30 ,5.40 
S_116,Class_2,3.60 ,0.00 ,39.60 ,3846515.10 ,846162.00 ,524.10 ,65850.90 ,8345867.40 ,10778525.40 ,70208.40 ,571.50 ,14.10 ,111.60 ,229.20 ,5002.50 ,11.40 ,15.30 ,661.20 ,10568.10 ,0.30 ,0.60 ,2375.10 ,818.70 ,2731.20 ,1301.10 ,1.50 ,12.90 ,0.30 ,0.90 ,69.90 ,87.30 ,3.90 ,0.60 ,0.30 ,17.40 
S_117,Class_2,5.70 ,0.00 ,111.90 ,3887899.50 ,1013648.10 ,323.40 ,97002.60 ,9099375.90 ,12104353.80 ,51819.30 ,519.30 ,13.80 ,21.30 ,193.80 ,5044.80 ,15.30 ,8.70 ,879.00 ,12130.20 ,0.00 ,0.00 ,1873.20 ,883.20 ,3331.50 ,1211.40 ,5.40 ,12.90 ,0.00 ,0.30 ,80.70 ,36.00 ,9.90 ,0.90 ,0.30 ,0.00 
S_118,Class_2,25.80 ,0.00 ,36.60 ,3225452.40 ,802546.20 ,2435.10 ,59879.70 ,8197323.00 ,10782003.30 ,61256.10 ,669.60 ,19.20 ,36.00 ,192.60 ,4350.90 ,7.20 ,12.00 ,684.90 ,8463.00 ,0.30 ,0.30 ,2039.40 ,619.20 ,2616.30 ,1055.70 ,2.10 ,7.50 ,0.00 ,0.90 ,70.50 ,87.60 ,3.90 ,0.60 ,0.30 ,30.30 
S_119,Class_2,9.00 ,0.00 ,162.60 ,4848654.90 ,1215597.00 ,942.90 ,55593.60 ,11909062.50 ,14437401.00 ,76180.20 ,668.70 ,12.60 ,27.60 ,225.60 ,6299.40 ,14.70 ,12.90 ,930.00 ,14234.70 ,0.30 ,0.30 ,2004.90 ,1076.40 ,3753.90 ,1594.50 ,34.80 ,13.20 ,0.00 ,0.60 ,107.40 ,202.20 ,41.70 ,6.30 ,0.60 ,1.50 
S_120,Class_2,6.30 ,0.00 ,23.70 ,4797464.10 ,1048251.00 ,39.90 ,58102.50 ,10468064.10 ,13311508.50 ,61591.20 ,520.20 ,17.40 ,40.50 ,178.80 ,6798.30 ,11.70 ,16.20 ,891.90 ,12126.60 ,0.00 ,0.30 ,2168.40 ,951.00 ,3439.50 ,1074.30 ,8.10 ,12.00 ,0.60 ,0.30 ,90.00 ,130.50 ,9.30 ,0.30 ,0.30 ,6.00 
S_121,Class_2,3.00 ,0.00 ,56.70 ,3423613.80 ,958607.40 ,3339.00 ,62007.30 ,9200249.10 ,11824959.30 ,54535.20 ,858.30 ,15.30 ,13.20 ,210.60 ,4781.10 ,9.30 ,12.00 ,828.30 ,10887.00 ,0.30 ,0.30 ,2120.40 ,860.40 ,3022.50 ,975.60 ,1.50 ,10.20 ,0.60 ,0.60 ,78.60 ,52.80 ,3.90 ,0.90 ,0.30 ,18.60 
S_122,Class_2,3.90 ,0.00 ,42.90 ,4434460.50 ,1031458.50 ,600.00 ,59421.00 ,10005399.60 ,11737241.10 ,59503.80 ,592.20 ,7.80 ,27.60 ,191.70 ,8751.90 ,9.30 ,9.30 ,1136.70 ,11149.20 ,0.30 ,0.00 ,1908.60 ,987.90 ,2963.10 ,1030.80 ,2.40 ,6.90 ,0.30 ,1.50 ,84.00 ,19.50 ,4.50 ,0.60 ,0.30 ,70.50 
S_123,Class_2,17.70 ,0.00 ,79.50 ,3417834.00 ,860966.10 ,1252.20 ,62317.50 ,8231505.30 ,10201282.20 ,54867.30 ,559.50 ,14.70 ,75.00 ,210.00 ,5067.60 ,10.50 ,18.90 ,788.10 ,11465.40 ,0.00 ,0.30 ,2143.20 ,883.20 ,2585.70 ,1059.60 ,0.90 ,9.90 ,0.00 ,0.90 ,69.60 ,332.70 ,3.00 ,0.90 ,0.30 ,8.10 
S_124,Class_2,2.10 ,0.00 ,74.40 ,3418434.90 ,708765.30 ,282.30 ,57197.40 ,7079848.20 ,8780276.10 ,45006.90 ,456.60 ,6.90 ,19.20 ,162.90 ,3675.00 ,7.50 ,6.30 ,624.90 ,8801.70 ,0.30 ,0.30 ,1867.20 ,687.60 ,2255.40 ,816.90 ,4.80 ,3.90 ,0.90 ,1.20 ,61.80 ,128.40 ,5.70 ,0.30 ,0.30 ,1.50 
S_125,Class_2,58.20 ,0.00 ,87.30 ,3375952.80 ,927337.50 ,1869.60 ,67346.70 ,8913021.00 ,11833261.20 ,48763.20 ,753.60 ,17.40 ,21.90 ,194.70 ,4727.40 ,10.20 ,12.30 ,954.90 ,10813.80 ,0.00 ,0.30 ,2060.70 ,831.60 ,3035.40 ,877.80 ,0.90 ,13.80 ,0.30 ,0.30 ,78.30 ,44.10 ,3.30 ,1.20 ,0.30 ,15.00 
S_126,Class_2,7.80 ,0.00 ,54.30 ,4418776.80 ,1060575.00 ,376.50 ,40030.50 ,10176063.00 ,12605407.80 ,78123.60 ,545.10 ,18.90 ,40.50 ,272.10 ,4496.70 ,10.50 ,19.80 ,905.10 ,11413.80 ,0.60 ,0.00 ,2390.40 ,956.10 ,3244.50 ,1333.20 ,32.40 ,14.10 ,3.00 ,0.30 ,84.60 ,179.70 ,30.60 ,4.80 ,0.30 ,7.80 
S_127,Class_2,1.20 ,0.00 ,74.70 ,1675905.30 ,665409.60 ,1150.20 ,65901.30 ,6513966.90 ,8885164.80 ,26825.10 ,717.60 ,16.80 ,52.20 ,115.80 ,4623.60 ,9.00 ,15.90 ,991.20 ,9103.20 ,0.30 ,0.30 ,907.20 ,506.40 ,2147.70 ,521.70 ,1.50 ,11.40 ,0.00 ,0.60 ,58.80 ,41.10 ,2.10 ,0.90 ,0.30 ,29.10 
S_128,Class_2,3.90 ,0.00 ,19.50 ,2803015.80 ,1010847.30 ,466.20 ,58875.60 ,9806886.90 ,13600654.80 ,60012.30 ,594.30 ,21.30 ,65.10 ,212.70 ,5774.10 ,11.70 ,20.10 ,1027.80 ,11144.10 ,0.30 ,0.30 ,1805.70 ,856.20 ,3176.10 ,1186.50 ,3.60 ,11.40 ,2.10 ,0.30 ,87.00 ,308.40 ,5.40 ,0.00 ,0.30 ,9.60 
S_129,Class_2,0.90 ,0.00 ,110.40 ,2345126.70 ,803928.60 ,671.70 ,62572.50 ,7620714.00 ,10187189.70 ,45266.10 ,600.00 ,12.90 ,77.10 ,174.90 ,4090.80 ,7.50 ,12.00 ,554.40 ,9281.70 ,0.30 ,0.30 ,1936.80 ,687.00 ,2551.80 ,764.10 ,0.90 ,10.50 ,0.30 ,0.30 ,66.30 ,181.20 ,2.70 ,1.20 ,0.30 ,9.60 
S_130,Class_2,4.50 ,0.30 ,37.80 ,4807978.80 ,1022976.90 ,504.30 ,111260.10 ,9200296.80 ,12177273.30 ,85862.70 ,567.60 ,21.30 ,22.80 ,238.50 ,4689.90 ,9.30 ,9.60 ,880.50 ,9849.90 ,0.30 ,0.00 ,2437.80 ,751.20 ,3233.70 ,2065.80 ,0.30 ,11.70 ,1.50 ,0.30 ,82.20 ,82.80 ,3.60 ,0.60 ,0.30 ,1.50 
S_131,Class_2,4.80 ,0.00 ,22.20 ,3659715.30 ,750918.00 ,426.90 ,43893.30 ,7742752.80 ,9235183.80 ,50828.10 ,455.70 ,12.00 ,75.60 ,162.30 ,4247.10 ,10.50 ,30.60 ,833.70 ,8879.40 ,0.30 ,0.00 ,1817.40 ,706.80 ,2333.40 ,898.50 ,18.60 ,12.30 ,0.30 ,0.30 ,57.00 ,93.00 ,20.70 ,3.30 ,0.30 ,8.40 
S_132,Class_2,2.70 ,0.00 ,57.30 ,3130229.10 ,704313.60 ,561.60 ,56482.50 ,6698949.60 ,8831249.10 ,41330.10 ,456.30 ,7.80 ,11.40 ,130.50 ,3526.80 ,9.90 ,9.30 ,803.70 ,9384.60 ,0.00 ,0.30 ,1176.90 ,659.10 ,2276.10 ,806.10 ,1.20 ,4.80 ,0.00 ,0.60 ,63.90 ,32.40 ,2.70 ,0.90 ,0.30 ,19.80 
S_133,Class_2,7.80 ,0.00 ,146.70 ,3493354.80 ,1138457.10 ,395.10 ,79123.20 ,10264110.90 ,13520603.40 ,48963.00 ,606.00 ,20.10 ,20.10 ,206.40 ,4609.20 ,12.00 ,12.00 ,831.30 ,11642.70 ,0.30 ,0.00 ,1886.40 ,900.60 ,3468.90 ,1105.80 ,24.00 ,12.30 ,0.30 ,3.00 ,93.30 ,186.60 ,27.00 ,4.50 ,0.30 ,0.90 
S_134,Class_2,11.10 ,0.30 ,171.00 ,4430499.60 ,1193812.50 ,173.40 ,41992.20 ,11996772.30 ,14874282.00 ,70836.90 ,577.80 ,19.50 ,29.10 ,209.10 ,5916.00 ,16.20 ,18.00 ,949.80 ,13659.90 ,0.30 ,0.00 ,2205.30 ,1104.00 ,3803.10 ,1244.70 ,42.30 ,18.60 ,0.30 ,0.30 ,91.20 ,69.00 ,41.70 ,5.70 ,0.30 ,3.90 
S_135,Class_2,8.40 ,0.60 ,183.00 ,5991928.80 ,1260953.10 ,870.90 ,453149.10 ,14117093.10 ,17989996.20 ,133711.20 ,927.60 ,26.10 ,57.30 ,261.90 ,7014.00 ,14.40 ,13.80 ,1021.20 ,15307.80 ,0.00 ,0.00 ,2916.60 ,1204.80 ,4311.90 ,3092.10 ,0.00 ,11.70 ,2.40 ,0.30 ,104.70 ,105.60 ,5.40 ,1.20 ,0.30 ,2.70 
S_136,Class_2,22.50 ,0.00 ,417.60 ,5561493.00 ,1146492.00 ,878.10 ,138890.40 ,11945061.30 ,14002342.80 ,72465.90 ,773.70 ,19.50 ,75.60 ,304.20 ,6148.50 ,12.30 ,9.90 ,727.50 ,12812.70 ,0.60 ,0.60 ,2637.00 ,1110.90 ,3348.30 ,1406.10 ,33.60 ,28.20 ,1.20 ,0.30 ,95.10 ,84.30 ,85.20 ,9.90 ,0.30 ,3.60 
S_137,Class_2,5.10 ,0.00 ,122.10 ,3303656.70 ,1055051.40 ,352.80 ,95519.70 ,9441078.90 ,12316753.50 ,44853.60 ,588.30 ,18.30 ,15.00 ,180.00 ,4700.10 ,12.00 ,5.10 ,817.50 ,11431.50 ,0.30 ,0.30 ,1785.60 ,841.50 ,3072.90 ,1099.50 ,6.30 ,9.60 ,0.00 ,0.00 ,84.00 ,37.50 ,10.80 ,1.20 ,0.30 ,0.00 
